Accession	Taxid	Species_NCBI	Species_ICTV	Segment	Sequence_Type	Category	Topology	Molecule_type	Molecule_Type2	Length	Nuc_Completeness	GenBank_Title	Geo_Location	USA	Host	Isolation_Source	Collection_Date	Release_Date	NCBI_Status	Virus name(s)	VMR_Species	VMR_Family	VMR_Genus	Virus GENBANK accession	Genome coverage
NC_055572.1	2596881	Eleusine indica associated virus	Mastrevirus eleusinae		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	DNA	2713	complete	Eleusine indica associated virus isolate Reunion-Bassin plat-RE004-2014, complete genome	Reunion		Eleusine indica		2014-11-03	2021-06-01		Eleusine indica associated virus		Geminiviridae	Mastrevirus		
NC_055573.1	2596883	Sorghum arundinaceum associated virus	Mastrevirus sorghi		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	DNA	2881	complete	Sorghum arundinaceum associated virus isolate Reunion-Bassin plat-RE034-2014, complete genome	Reunion		Sorghum arundinaceum		2014-11-03	2021-06-01		Sorghum arundinaceum associated virus		Geminiviridae	Mastrevirus		
NC_055574.1	2586645	Euonymus yellow mottle associated virus	Potexvirus flavimaculae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	6784	complete	Euonymus yellow mottle associated virus isolate EuYMaV-BLA, complete genome	China: Shenyang		Euonymus maackii		2018-07-11	2021-06-01		Euonymus yellow mottle associated virus		Alphaflexiviridae	Potexvirus		
NC_055577.1	2607629	Physalis rugose mosaic virus	Sobemovirus PHYRMV		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	4175	complete	Physalis rugose mosaic virus isolate Piracicaba, complete genome	Brazil		Physalis peruviana		2018	2021-06-01		Physalis rugose mosaic virus		Solemoviridae	Sobemovirus		
NC_055579.1	2588671	Chickpea redleaf virus 2	Mastrevirus rubrumsecundi		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	DNA	2588	complete	Chickpea redleaf virus 2 isolate 5495, complete genome	Australia		Cicer arietinum		2017-09-19	2021-06-01		chickpea redleaf virus 2		Geminiviridae	Mastrevirus		
NC_055584.1	2706523	Opuntia virus 1	Opunvirus opuntiae		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	DNA	2945	complete	Opuntia virus 1 isolate DBG_14_1, complete genome	USA		Opuntia echios var. echios	plant tissue	2017	2021-06-01		Opuntia virus 1		Geminiviridae	Opunvirus		
NC_055585.1	2608606	Noni mosaic virus	Potyvirus morindatessellati		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	ss-RNA	9645	complete	Noni mosaic virus isolate NoMV-YJh, complete genome	China: Jinghong Yunnan province		Morinda citrifolia		2016	2021-06-01		Noni mosaic virus		Potyviridae	Potyvirus		
NC_055597.1	2651595	Tomato yellow spot alphasatellite 2	Clecrusatellite solanumflavusamaculasecundi		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	1350	complete	Tomato yellow spot alphasatellite 2 isolate AR:Jujuy:Yuto:Leonurus417:2008, complete sequence	Argentina		Paraleonurus japonicus		2008-11	2021-06-01		tomato yellow spot alphasatellite 2		Alphasatellitidae	Clecrusatellite		
NC_055598.1	2697535	Camellia lemon glow virus	Badnavirus rutilanscamelliae		RefSeq	NonSegmented_Complete	circular	dsDNA-RT	DNA	8203	complete	Camellia lemon glow virus isolate LG, complete genome	USA		Camellia japonica		2016-05-15	2021-06-01		camellia lemon glow virus		Caulimoviridae	Badnavirus		
NC_055599.1	2664236	Malus domestica virus A	Velarivirus alphamali		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	17003	complete	Malus domestica virus A isolate J1, complete genome	Czech Republic		Malus domestica	plant leaf	2019	2021-06-01		Malus domestica virus A		Closteroviridae	Velarivirus		
NC_055600.1	2730579	Paris virus 1	Potyvirus paris		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	10066	complete	Paris virus 1 isolate KM, complete genome	China		Paris polyphylla var. yunnanensis		2018-07-10	2021-06-01		Paris virus 1		Potyviridae	Potyvirus		
NC_055601.1	588752	Begonia flower breaking virus	Potyvirus begoniae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9540	complete	Begonia flower breaking virus isolate YN-Tiger, complete genome	China: yunnan		Begonia bowerae		2009-07-10	2021-06-01		Begonia flower breaking virus		Potyviridae	Potyvirus		
NC_055604.1	2731270	Ivy ringspot-associated virus	Badnavirus maculahederae		RefSeq	NonSegmented_Complete	circular	dsDNA-RT	DNA	8885	complete	Ivy ringspot-associated virus isolate SA1, complete genome	South Africa		Hedera helix		2017-11-15	2021-06-01		ivy ringspot-associated virus		Caulimoviridae	Badnavirus		
NC_043109.1	1384490	Basella alba alphaendornavirus 1	Alphaendornavirus basellae		RefSeq	NonSegmented_Complete	linear	dsRNA	RNA	14027	complete	Basella alba endornavirus genomic RNA, complete sequence						2019-06-28		Basella alba endornavirus 1		Endornaviridae	Alphaendornavirus		
NC_043119.1	269095	Eupatorium yellow vein virus - [Yamaguchi]	Begomovirus eupatorii		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	DNA	2765	complete	Eupatorium yellow vein virus - [Yamaguchi] DNA, complete genome	Japan: Yamaguchi prefecture		Eupatorium makinoi			2019-06-28		Eupatorium yellow vein virus-A		Geminiviridae	Begomovirus		
NC_043121.1	519350	Eupatorium yellow vein virus-[Japan:Kagawa:Tomato:1997]	Begomovirus eupatorii		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	DNA	2767	complete	Eupatorium yellow vein virus-[Japan: Kagawa: Tomato: 1997] DNA, complete genome	Japan: Kagawa		Solanum lycopersicum		1997	2019-06-28		Eupatorium yellow vein virus-A		Geminiviridae	Begomovirus		
NC_043200.1	1150019	New World begomovirus associated satellite DNA isolate H1	Deltasatellite sidaflavusprimi		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	687	complete	New World begomovirus associated satellite DNA isolate H1, complete genome	Cuba		Malvastrum coromandelianum		2009	2019-06-28		Sida golden yellow vein deltasatellite 1		Tolecusatellitidae	Deltasatellite		
NC_043201.1	1149875	New World begomovirus associated satellite DNA isolate 228H1	Deltasatellite sidaflavussecundi		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	677	complete	New World begomovirus associated satellite DNA isolate 228H1, complete genome	Cuba		Malvastrum coromandelianum		2009	2019-06-28		Sida golden yellow vein deltasatellite 2		Tolecusatellitidae	Deltasatellite		
NC_043202.1	1149883	New World begomovirus associated satellite DNA isolate 412N1	Deltasatellite sidaflavustertii		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	686	complete	New World begomovirus associated satellite DNA isolate 412N1, complete genome	Cuba		Malvastrum coromandelianum		2010-09	2019-06-28		Sida golden yellow vein deltasatellite 3		Tolecusatellitidae	Deltasatellite		
NC_043203.1	1740360	Ipomea begomovirus satellite 1	Deltasatellite ipomoeatertii		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	731	complete	Ipomea begomovirus satellite 1 isolate PR3-2, complete sequence	Puerto Rico	PR	unidentified plant	pooled insects	2010-11	2019-06-28		sweet potato leaf curl deltasatellite 3		Tolecusatellitidae	Deltasatellite		
NC_043204.1	1149880	New World begomovirus associated satellite DNA isolate 404N1	Deltasatellite solaniflavusprimi		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	685	complete	New World begomovirus associated satellite DNA isolate 404N1, complete genome	Cuba		Sidastrum micranthum		2010-09	2019-06-28		tomato yellow leaf distortion deltasatellite 1		Tolecusatellitidae	Deltasatellite		
NC_043205.1	1890427	Deltasatellite sat-603	Deltasatellite solaniflavussecundi		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	694	complete	Deltasatellite sat-603 isolate 603N1, complete sequence	Cuba		Sidastrum micranthum		2011-12	2019-06-28		tomato yellow leaf distortion deltasatellite 2		Tolecusatellitidae	Deltasatellite		
NC_043418.1	223276	Eupatorium yellow vein virus-[MNS2]	Begomovirus eupatorii		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	DNA	2765	complete	Eupatorium yellow vein virus-[MNS2] complete genome, isolate Fukuoka-MNS2	Japan:Fukuoka Prefecture		Eupatorium makinoi			2019-06-28		Eupatorium yellow vein virus-A		Geminiviridae	Begomovirus		
NC_043425.1	35284	Tulip mosaic virus	Potyvirus tulipatessellati		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	1479	complete	Tulip mosaic virus gene for coat protein						2019-06-28		tulip mosaic virus		Potyviridae	Potyvirus		
NC_043428.1	2010316	Ageratum yellow vein India betasatellite	Ageratum yellow vein India betasatellite		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	1353	complete	Ageratum yellow vein India betasatellite C1 gene	India:Madurai		Ageratum conyzoides	plant leaf		2019-06-28							
NC_043429.1	2010317	Ageratum yellow vein Sri Lanka betasatellite	Betasatellite ageraflavisrilankaense		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	1351	complete	Ageratum yellow vein Sri Lanka betasatellite C1 gene, clone sl7-1	Sri Lanka		Ageratum conyzoides	plant leaf		2019-06-28		Ageratum yellow vein Sri Lanka betasatellite		Tolecusatellitidae	Betasatellite		
NC_043430.1	2025096	Satellite tobacco necrosis virus C	Albetovirus gammatabaci		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	1221	complete	Satellite tobacco necrosis virus C coat protein			Nicotiana benthamiana			2019-06-28		satellite tobacco necrosis virus C		Tonesaviridae	Albetovirus		
NC_043433.1	2169736	Sweet potato golden vein Korea virus	Begomovirus ipomoeakoreaense		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	ss-DNA	2807	complete	Sweet potato golden vein Korea virus isolate 102_SPGVaV, complete genome	South Korea		Ipomoea batatas		2012	2019-06-28		sweet potato golden Korea vein virus		Geminiviridae	Begomovirus		
NC_043449.1	240557	Tomato yellow leaf curl China alphasatellite	Colecusatellite solanumflavuschinaense		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	1369	complete	Tomato yellow leaf curl China virus associated DNA 1 rep gene for replication-associated protein, clone 17	Pakistan:Faisalabad		Duranta			2019-06-28		tomato yellow leaf curl China alphasatellite		Alphasatellitidae	Colecusatellite		
NC_043523.1	1808970	Angelica bushy stunt virus	Caulimovirus minutangelicae		RefSeq	NonSegmented_Complete	circular	dsDNA-RT	DNA	8300	complete	Angelica bushy stunt virus isolate AD, complete genome	South Korea		Angelica dahurica		2013-06-22	2019-06-28		Angelica bushy stunt virus		Caulimoviridae	Caulimovirus		
NC_043531.1	1038082	Datura leaf curl virus	Begomovirus daturae		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	DNA	2782	complete	Datura leaf curl virus isolate Sudan-Datura 435-2016, complete genome	Sudan		Datura inoxia		2016-10	2019-06-28		Datura leaf curl virus		Geminiviridae	Begomovirus		
NC_043532.1	2058396	Paris mosaic necrosis virus	Potyvirus parisnecrosis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9660	complete	Paris mosaic necrosis virus isolate PMNV-cn, complete genome	China		Paris polyphylla		2015	2019-06-28		Paris mosaic necrosis virus		Potyviridae	Potyvirus		
NC_043533.1	2022321	Prunus geminivirus A	Grablovirus pruni		RefSeq	NonSegmented_Complete	linear	ssDNA(+/-)	DNA	3174	complete	Prunus geminivirus A isolate PL4 clone PL4-11, complete genome	USA		Prunus salicina		2017-06-22	2019-06-28		Prunus geminivirus A		Geminiviridae	Grablovirus		
NC_043534.1	2056883	Cacao swollen shoot Ghana M virus	Badnavirus gammainflatheobromae		RefSeq	NonSegmented_Complete	circular	dsDNA-RT	DNA	7009	complete	Cacao swollen shoot Ghana M virus isolate Gha57-15, complete genome	Ghana		Theobroma cacao	plant leaf	2015	2019-06-28		cacao swollen shoot Ghana M virus		Caulimoviridae	Badnavirus		
NC_043535.1	2056885	Cacao swollen shoot Ghana Q virus	Badnavirus epsiloninflatheobromae		RefSeq	NonSegmented_Complete	circular	dsDNA-RT	DNA	7102	complete	Cacao swollen shoot Ghana Q virus isolate Gha40-15, complete genome	Ghana		Theobroma cacao	plant leaf	2015	2019-06-28		cacao swollen shoot Ghana Q virus		Caulimoviridae	Badnavirus		
NC_043536.1	2058620	Mediterranean ruda virus	Potyvirus rutae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9560	complete	Mediterranean ruda virus isolate ParP17, complete genome	Spain			plant leaf	2015	2019-06-28		Mediterranean ruda virus		Potyviridae	Potyvirus		
NC_043537.1	3240745	African eggplant mosaic virus	Potyvirus melongenae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	9646	complete	African eggplant mosaic virus isolate 2013-281, complete genome	Tanzania		Solanum aethiopicum		2013-04-03	2019-06-28		African eggplant mosaic virus		Potyviridae	Potyvirus		
NC_040311.1	1297894	Citrus yellow vein-associated virus	Citrus yellow vein-associated virus		RefSeq	NonSegmented_Complete	linear	unknown	RNA	2692	complete	Citrus yellow vein-associated virus isolate YV920, complete genome	USA		Citrus		1969	2019-02-12							
NC_040365.1	2293307	Tentweb spider associated circular virus 1	Ketkevirus silauonis		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	2127	complete	Tentweb spider associated circular virus 1 isolate BC_I1608_E1, complete sequence	Canada: Victoria, British Columbia				2017-05	2019-02-12		tentweb spider associated circular virus 1		Anicreviridae	Ketkevirus		
NC_040432.1	2065797	Anthoxanthum odoratum amalgavirus 1	Anthoxanthum odoratum amalgavirus 1		RefSeq	NonSegmented_Complete	linear	dsRNA	RNA	3356	complete	Anthoxanthum odoratum amalgavirus 1 strain AoAV1-UN29855 genomic sequence	United Kingdom: Harpenden, Park Grass Experiment		Anthoxanthum odoratum		2010	2019-02-12							
NC_040433.1	2069319	Camellia oleifera amalgavirus 1	Camellia oleifera amalgavirus 1		RefSeq	NonSegmented_Complete	linear	dsRNA	RNA	3333	complete	Camellia oleifera amalgavirus 1 strain CoAV1-Xianglin4 genomic sequence						2019-02-12							
NC_040537.1	2012857	Rice latent virus 2	Mastrevirus oryzasecundi		RefSeq	NonSegmented_Complete	circular	ssDNA(+/-)	ss-DNA	2843	complete	Rice latent virus 2 isolate AU-NA24-2015, complete genome	Australia		Oryza sp.		2015-05	2019-02-12		rice latent virus 2		Geminiviridae	Mastrevirus		
NC_040544.1	2203894	Tomato leaf curl Yunnan betasatellite	Tomato leaf curl Yunnan betasatellite		RefSeq	NonSegmented_Complete	circular	ssDNA	DNA	1361	complete	Tomato leaf curl Yunnan betasatellite strain China:Yunnan 2:Tomato:2015, complete sequence	China: Yunnan		Solanum lycopersicum		2015-12-10	2019-02-12							
NC_040545.1	2045345	Grapevine virus H	Vitivirus etavitis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	7446	complete	Grapevine virus H isolate TT2016-3, complete genome	Portugal		Vitis vinifera		2016	2019-02-12		grapevine virus H		Betaflexiviridae	Vitivirus		
NC_040549.1	2054409	Luteovirus sociomali	Luteovirus sociomali		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	5890	complete	Apple-associated luteovirus isolate A68, complete genome	China		Malus domestica		2016-05-25	2019-02-12		apple-associated luteovirus		Tombusviridae	Luteovirus		
NC_040551.1	2248770	Panax notoginseng virus B	Totivirus jyushi		RefSeq	NonSegmented_Complete	linear	dsRNA	RNA	4993	complete	Panax notoginseng virus B isolate YNSL1212, complete genome	China: Shilin, Yunnan				2014-10-20	2019-02-12		Panax notoginseng virus A		Orthototiviridae	Totivirus		
NC_040552.1	2056882	Cacao swollen shoot Ghana L virus	Cacao swollen shoot Ghana L virus		RefSeq	NonSegmented_Complete	circular	dsDNA-RT	DNA	6994	complete	Cacao swollen shoot Ghana L virus isolate GCR329-14, complete genome	Ghana		Theobroma cacao	plant leaf	2014	2019-02-12							
NC_040554.1	2022475	Grapevine virus G	Vitivirus gammavitis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	7475	complete	Grapevine virus G isolate VLJ-178.GvG, complete genome	Croatia		Vitis vinifera		2015-08	2019-02-12		grapevine virus G		Betaflexiviridae	Vitivirus		
NC_040558.1	2268393	Phaseolus vulgaris endornavirus 3	Alphaendornavirus miphaseoli		RefSeq	NonSegmented_Complete	linear	dsRNA	RNA	15205	complete	Phaseolus vulgaris endornavirus 3 isolate LA, complete genome	USA		Phaseolus vulgaris		2014-10	2019-02-12		Phaseolus vulgaris endornavirus 3		Endornaviridae	Alphaendornavirus		
NC_040561.1	2074132	Cherry virus Trakiya	Cherry virus Trakiya		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	8620	complete	Cherry virus Trakiya isolate PAI 2-29, complete genome	Bulgaria: Pazardzhik District		Prunus avium		2016	2019-02-12							
NC_040564.1	2093496	Grapevine virus J	Vitivirus jeivitis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	7390	complete	Grapevine virus J isolate KS, complete genome	Turkmenistan		Vitis vinifera		2014	2019-02-12		grapevine virus J		Betaflexiviridae	Vitivirus		
NC_040565.1	2170538	Alfalfa virus F	Marafivirus medicagonis		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	6818	complete	Alfalfa virus F isolate SM-1_C50, complete genome	France: Prades-le-Lez		Medicago sativa		2015-04-15	2019-02-12		alfalfa virus F		Tymoviridae	Marafivirus		
NC_040568.1	2137858	Mume virus A	Capillovirus alphamume		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	7644	complete	Mume virus A isolate pm14, complete genome	Japan		Prunus mume		2015-06	2019-02-12		mume virus A		Betaflexiviridae	Capillovirus		
NC_040570.1	2201042	Arracacha virus 1	Closterovirus arracaciae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	15763	complete	Arracacha virus 1 isolate MS#6, complete genome	Brazil		Arracacia xanthorrhiza		2016	2019-02-12		arracacha virus 1		Closteroviridae	Closterovirus		
NC_040572.1	2316740	Rehmannia virus 1	Closterovirus rehmanniae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	15322	complete	Rehmannia virus 1 isolate Rg, complete genome	South Korea		Rehmannia glutinosa		2017-07-05	2019-02-12		rehmannia virus 1		Closteroviridae	Closterovirus		
NC_040581.1	2282646	Stipagrostis associaed virus	Stipagrostis associaed virus		RefSeq	NonSegmented_Complete	circular	DNA	DNA	2296	complete	Stipagrostis associaed virus isolate 2-55-B, complete genome	South Africa		Stipagrostis	plant leaf	2012-09	2019-02-12							
NC_040582.1	2292426	Blackcurrant leafroll-associated virus 1	Blackcurrant leafroll-associated virus 1		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	16996	complete	Blackcurrant leafroll-associated virus 1 isolate Oregon, complete genome	USA		Ribes nigrum		2013-01-01	2019-02-12							
NC_040586.1	2419797	Brassica napus RNA virus 1	Waikavirus brassicae		RefSeq	NonSegmented_Complete	linear	ssRNA(+)	RNA	12313	complete	Brassica napus RNA virus 1 isolate SP2S, complete genome	China		Brassica napus		2015	2019-02-12		brassica napus RNA virus 1		Secoviridae	Waikavirus		
NC_040590.1	2069327	Phalaenopsis equestris amalgavirus 1	Phalaenopsis equestris amalgavirus 1		RefSeq	NonSegmented_Complete	linear	dsRNA	RNA	3394	complete	Phalaenopsis equestris amalgavirus 1 strain PeAV1-JZL4566 genomic sequence						2019-02-12							
NC_040591.1	2069326	Medicago sativa amalgavirus 1	Medicago sativa amalgavirus 1		RefSeq	NonSegmented_Complete	linear	dsRNA	RNA	3423	complete	Medicago sativa amalgavirus 1 strain MsAV1-Maverick genomic sequence						2019-02-12							
NC_040592.1	2069322	Erigeron breviscapus amalgavirus 1	Erigeron breviscapus amalgavirus 1		RefSeq	NonSegmented_Complete	linear	dsRNA	RNA	3433	complete	Erigeron breviscapus amalgavirus 1 strain EbAV1-SMMU genomic sequence						2019-02-12							
NC_040593.1	2069323	Erigeron breviscapus amalgavirus 2	Erigeron breviscapus amalgavirus 2		RefSeq	NonSegmented_Complete	linear	dsRNA	RNA	3408	complete	Erigeron breviscapus amalgavirus 2 strain EbAV2-SMMU genomic sequence						2019-02-12							
NC_040622.1	2056884	Cacao swollen shoot Ghana N virus	Badnavirus deltainflatheobromae		RefSeq	NonSegmented_Complete	circular	dsDNA-RT	DNA	7173	complete	Cacao swollen shoot Ghana N virus isolate Gha63-15, complete genome	Ghana		Theobroma cacao	plant leaf	2015	2019-02-12		cacao swollen shoot Ghana N virus		Caulimoviridae	Badnavirus		
